complaint_id,product,sub_product,issue,sub_issue,company,state,date_received,company_response,timely,complaint_what_happened
9988462,Checking or savings account,Checking account,Managing an account,Banking errors,ALLY FINANCIAL INC.,MA,2024-09-03T01:52:12.000Z,Closed with explanation,Yes,"XXXX XXXX XXXX Ally Bank is negligent of not investigating previously canceled recurring XXXX transfers that reappear several months after they were canceled and result in unauthorized attempts to make withdrawals from customers accounts. In addition, Ally Banks record keeping practices regarding customers requests to schedule, modify, and cancel recurring XXXX transfers are weak as they allow deletion of the information. 

Dear CFPB, I am writing to express my deep concern regarding an attempt of Ally Bank to transfer funds in amount of {$2700.00} from my checking account on XX/XX/XXXX, which Ally Bank claims were part of a recurring monthly XXXX transfer. This incident is troubling given the fact that I had explicitly canceled the entire recurring transfer series in question on XX/XX/XXXX. 

On XX/XX/XXXX I had scheduled a recurring monthly XXXX transfer in the amount of {$2700.00} from my checking account ending in XXXX to one of my XXXX recipients XXXXXXXX XXXX XXXX XXXX XXXX XXXX ) at XXXX with the initial transfer anticipated to occur on XX/XX/XXXX and then on the XXXX of every subsequent month ( XX/XX/XXXX, XX/XX/XXXX, etc ). However, subsequently I canceled the entire series of the recurring transfers on XX/XX/XXXX. In addition, in XX/XX/XXXX, I canceled absolutely all remaining ( I had at least three other recurring XXXX transfers with Ally Bank at that time ) recurring transfers associated with my account. At the end of XX/XX/XXXX I also verified through my online banking that no outstanding future scheduled XXXX transfers were showing up on my account. 

Despite these clear cancellations, there was an unexpected attempt to make a XXXX transfer from my account on XX/XX/XXXX for the amount matching the previously canceled recurring transfer. When I contacted Ally Bank and learned that my account was blocked due to not enough funds to cover the transfer I informed Ally Bank that the transfer attempt was clearly a banks error since I had canceled all recurring transfers months prior. The Ally Banks representative I was conversing with acknowledged the cancellation I had made in XXXX and indicated that they would file a report ( case number XXXX ) so that Ally Bank would investigate the matter. 

However, my subsequent inquiries about the status of this investigation have yielded unsatisfactory results. The bank has informed me that they can not locate a record of my earlier cancellation, despite my clear recollection and previous correspondence. Ally Bank was using the cancellations that were processed on or after XX/XX/XXXX ( those that were done after the fact to correct the problem that had already occurred ) as an excuse not to investigate the issue. The text of the original report that Ally Banks representative had filed as case number XXXX also can not be located by the banks representatives. The bank had claimed that no cancellations of the recurring transfer had occurred ( according to the records that they have ) prior to XX/XX/XXXX. 
It is important to note that if the recurring transfer had not been canceled prior to XX/XX/XXXX, it would have been expected to be processed on XX/XX/XXXX, XX/XX/XXXX, and XX/XX/XXXX. The fact that no such transfers occurred during these periods strongly suggests that a cancellation was indeed in place. The attached correspondence with Ally Bank shows that they are aware that a cancellation of the recurring transfer originally scheduled for XX/XX/XXXX has happened on XX/XX/XXXX, however, to my additional questions whether, according to the Ally Banks records, that cancellation was for the entire recurring sequence of transfers or not Ally Bank has not responded. 

In one of the conversations I had with Ally Bank on XX/XX/XXXX I asked Ally Banks representatives to check the history of the email communications that Ally Bank had with me with regards to my account activities. Such correspondence history should have included all confirmations of my XXXX transfers cancellation requests and would help Ally Bank to identify using their internal data on what dates my recurring transfer sequence cancellation requests had occurred. Ally Banks representative informed that they do not have access to the history of the email communications prior to XX/XX/XXXX. During that conversation I had made a request for reasonable accommodations under the Americans with Disabilities Act to Ally Bank to restore my email communications with Ally Bank since XX/XX/XXXX ( request reference number XXXX ). In the attached document I am enclosing Ally Banks Executive Customer Relations representatives response to my request claiming that Ally Bank can not accommodate it and not providing any explanation of whether granting me the requested reasonable accommodation would constitute an undue burden on the bank or would require the bank to fundamentally alter the nature of the service it provides to the public. 

I believe that the described incident of Ally Banks attempting to perform a transfer that was canceled by the customer months prior and the banks inability to properly investigate the cause of that is indicative of a serious flaw in Ally Bank 's or its vendor 's system, which is allowing unauthorized transfer attempts to occur. Furthermore, the bank 's failure to investigate this issue thoroughly and its apparent deletion of relevant requests history demonstrate the Banks lack of due diligence. 

Thank you for your prompt attention to this matter."
9988460,Checking or savings account,Other banking product or service,Problem with a lender or other company charging your account,Transaction was not authorized,"Paypal Holdings, Inc",GA,2024-09-03T01:58:27.000Z,Closed with explanation,Yes,I ordered clothes online through my PayPal account which is debited from my checking account and I filed a case with PayPal on XX/XX/year>. They closed the case on XX/XX/year> in the Sellers favor after I submitted the necessary documents to show that I returned the merchandise and that they would not issue a refund after the merchandise was misrepresented.
9988386,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,FIFTH THIRD FINANCIAL CORPORATION,FL,2024-09-03T01:59:31.000Z,Closed with explanation,Yes,"XXXX XXXX  personal savings account. Opened approximately XXXX  year ago. 
On XX/XX/year>, noticed an unauthorized transaction withdrawn from account on a routine check of my account ( no notification from bank ). Amount of {$72000.00} was transferred to XXXX XXXX XXXX  account, without my authorization. Bank not recognized. Account belongs only to me, with no other persons having access, passwords not shared with anyone. 
XXXX XXXX XXXX department notified and report created. I was told the account would now be on hold to prevent any further transactions. 
On XX/XX/year>, noticed on banking app that additional unauthorized transactions were conducted to account from XXXX bank, in amount of {$0.00}, {$0.00}, and {$0.00}. Fraudulent activity continues to account with no help from XXXX."
9988352,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,UNITED SERVICES AUTOMOBILE ASSOCIATION,TX,2024-09-03T02:20:57.000Z,Closed with explanation,Yes,"On XX/XX/XXXX usaa received several phone calls from a fraudulent party pretending to be my wife. The fraudulent party was able to deposit a clearly fraudulent check as you can see by the signature and the check number not matching. It took me 10 months to get a copy of this check and get the information that I did from the security and fraud department that the ceos advocacy group said I would need a subpoena for. Anyway they allowed said party to deposit the check and place XXXX stop payments on my mortgage for the months of XXXX and XXXX of XXXX. Reason I know that it was usaa who took the phone calls from an unauthorized number and then allowed the fraudulent party to do as they did is there security department told me they have transcripts of the calls which they will not release stating they are proprietary in nature. XXXX hours this party located in XXXX as theyre fraud department told me and my wife when we called in was able to deposit a bad check, put the stop payments on the automatic ach withdrawals, and send out {$4300.00} thru XXXX XXXX They say that is our fault because the fraudulent party had our login credentials but what do they have to do with theyre bank accepting the bad check and taking the phone calls where was the verification? The 4 digit pin that shouldve been taken when they accepted the call or anything else? I informed them that everything that a person would need is the credentials to access someones account because you can generate the security token from the app dob social all found easily on the app. But what about the security question? The 4 digit code? I had {$250.00} at the beginning of the day the ach withdrawals total {$3700.00} or so, so how did the fraudulent party get {$4300.00} out without initially accepting the fraudulent check? You cant and by law at most they shouldve held everything but {$220.00}. They held a cashiers check for {$8000.00} 2 months prior didnt even give the allowed {$220.00} stating NSF for 10 days but allowed my account to go negative and hold me responsible for it. Wake XXXX  XXXX up CFPB XXXX {$15.00} XXXX dollar fine assessed on usaa for similar efta violations and yet I have to go thru a mental breakdown lose my business my car and possibly my house cause everything stated above usaa made me pay for. And how many lawyers want to fight usaa no one Im working on getting the attorney general of Texas involved now they have a copy of the police report stating Texas penal code XXXX was violated meaning funds were taken fraudulently they have the email from the sergeant of the detectives stating its been sent to the secret service Im currently talking with the original issuers of the bad check to find out where it was originally cashed so I can give that info to the fbi and so on to close down the funding of XXXX  but you cant even XXXX help me get my money back. USAA XXXX XXXX you being who you are how could you XXXX allow this to happen I dont give XXXX XXXX whos feelings I hurt. This debacle has made it to the point I cant even leave my house due to XXXX XXXX XXXX and so on. XXXX do something what am I and the rest of the people paying for."
9988351,Checking or savings account,CD (Certificate of Deposit),Managing an account,Problem with renewal,"CITIZENS FINANCIAL GROUP, INC.",DE,2024-09-03T02:27:11.000Z,Closed with explanation,Yes,"I have two Certificates of Deposit ( CDs ) with Citizens Bank that matured and were renewed this year. During in-person meetings with Citizens Bank representatives , I was provided with documents confirming that the renewals were successful and that the CDs would follow the predefined interest rates. However, this did not happen as promised. 

For the first CD, which matured in XX/XX/year>, I renewed it on XX/XX/year>, with a predefined interest rate of 5 % APY. However, over the subsequent five months, Citizens Bank failed to honor this agreement. The monthly interest payment was less than {$2.00}. I visited the branch twice, once in XXXX and again in XXXX, to address the issue. My concerns were ignored during the first visit in XXXX. After my last visit in XXXX, the bank finally began to address the problem. Unfortunately, the updated interest payments still do not match the agreed-upon terms. The most recent interest payment for the first CD was {$180.00}, whereas it should have been closer to {$300.00} as per our agreement. 

For the second CD, I also renewed it at a 5 % APY rate. Yet again, the new interest payments do not align with what was stated in the contract. The most recent payment was {$56.00}, while it should have been closer to {$180.00} as per our agreement. 

My spouse and I recently welcomed a XXXX, and we are diligently saving for our first home. Despite our best efforts to resolve this issue with Citizens Bank, our attempts have been unsuccessful. We kindly request your assistance in holding Citizens Bank accountable."
9988342,Checking or savings account,CD (Certificate of Deposit),Closing an account,Company closed your account,CAPITAL ONE FINANCIAL CORPORATION,NY,2024-09-03T02:45:36.000Z,Closed with explanation,Yes,"Billing error 15 USC 1666b 16 car 433.1 and accounting on remittance on interest coupon dividends on my securities certificate of indebtedness Open-End Credit Account : I maintain an open-end credit account with Capital One Bank, account number Finance Charges and Credit Indebtedness : It has come to my attention that Capital One Bank has not credited my account with dividends derived from treasury coupons via the XXXX Act. These funds, which should have been applied to my account to offset finance charges and reduce overall credit indebtedness, have not been properly credited. XXXX Forms : Additionally, Bank XXXX XXXX has failed to provide me with all copies of Form XXXX for both past and present transactions. These forms are essential for tax reporting purposes and must be furnished promptly as they are considered income. Timely Payment and ETF Act Compliance : Under the Electronic Funds Transfer ( ETF ) Act and the Truth in Lending Act, payments made via treasury coupons should be applied promptly and accurately to my account. The finance charges applied to my account appear to be in violation of these regulations, as they are not required under an open-end credit customer credit plan. Certificates of Indebtedness : There has been no transparent communication or presentation of documents regarding the handling of my certificates of indebtedness securities. This lack of disclosure and clarity raises serious concerns about the management and reporting of my financial activities."
9988307,Checking or savings account,Checking account,Closing an account,Company closed your account,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,2024-09-02T22:10:52.000Z,Closed with explanation,Yes,"XXXX  XXXX XXXX closed my checking and savings account without my written consent to do so, and without my permission, without having written expressed consent. I did not receive any notice before, doing or after they closed my accounts. when I extended my credit to open the accounts. XXXX  XXXX XXXX have violated the truth in lending act, Regulation x, y and z. They have violated 31 cfr 357, and the gramm-leach- bliley act ( 12 usc 1811 ), 15 usc 1681, 15 usc 1681c-2, 15 usc 1681e, and 15 usc 1 15 usc 6802a 1-3, 15 usc 6802 b a-c 15 usc 6801 they have reported the closing of all of my checking and savings accounts and now they are affecting me personal, financial and has cause me harm. This account is also insured by FDIC and according to the FDIC rules a consumber must opt-in to overdraft protection. These accounts have been open for a few years and who gave them permission to closed them? and also they where charging fees which are against the law, and they need to be held accountable for all of the fraud and deceptive practices they are involved it. they have violated my rights, and my privacy without my written expressed consent."
9988305,Checking or savings account,Checking account,Closing an account,Company closed your account,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,2024-09-02T21:17:43.000Z,Closed with explanation,Yes,"Bank of America closed my checking and savings account without my written consent to do so, and without my permission, without having written expressed consent. I did not receive any notice before, doing or after they closed my accounts. when I extended my credit to open the accounts. Bank of America have violated the truth in lending act, Regulation x, y and z. They have violated 31 cfr 357, and the XXXX XXXX act ( 12 usc 1811 ), 15 usc 1681, 15 usc 1681c-2, 15 usc 1681e, and 15 usc 1 15 usc 6802a 1-3, 15 usc 6802 b a-c 15 usc 6801 they have reported the closing of all of my checking and savings accounts and now they are affecting me personal, financial and has cause me harm. These accounts have been open for over XXXX years and who gave them permission to closed them? and also they where charging fees which are against the law, and they need to be held accountable for all of the fraud and deceptive practices they are involved it. they have violated my rights, and my privacy without my written expressed consent."
9988303,Checking or savings account,Checking account,Closing an account,Company closed your account,CAPITAL ONE FINANCIAL CORPORATION,CA,2024-09-02T21:24:41.000Z,Closed with explanation,Yes,"XXXX XXXX XXXXXXXX closed my checking and savings account without my written consent to do so, and without my permission, without having written expressed consent. I did not receive any notice before, doing or after they closed my accounts. when I extended my credit to open the accounts. XXXX XXXX  XXXX have violated the truth in lending act, Regulation x, y and z. They have violated 31 cfr 357, and the gramm-leach- bliley act ( 12 usc 1811 ), 15 usc 1681, 15 usc 1681c-2, 15 usc 1681e, and 15 usc 1 15 usc 6802a 1-3, 15 usc 6802 b a-c 15 usc 6801 they have reported the closing of all of my checking and savings accounts and now they are affecting me personal, financial and has cause me harm. These accounts have been open for a few months and who gave them permission to closed them? and also they where charging fees which are against the law, and they need to be held accountable for all of the fraud and deceptive practices they are involved it. they have violated my rights, and my privacy without my written expressed consent."
9988300,Checking or savings account,Checking account,Closing an account,Company closed your account,U.S. BANCORP,CA,2024-09-02T22:00:59.000Z,Closed with non-monetary relief,Yes,"XXXX XXXX XXXXXXXX closed my checking and savings account without my written consent to do so, and without my permission, without having written expressed consent. I did not receive any notice before, doing or after they closed my accounts. when I extended my credit to open the accounts. XXXX XXXX XXXXXXXX have violated the truth in lending act, Regulation x, y and z. They have violated 31 cfr 357, and the gramm-leach- bliley act ( 12 usc 1811 ), 15 usc 1681, 15 usc 1681c-2, 15 usc 1681e, and 15 usc 1 15 usc 6802a 1-3, 15 usc 6802 b a-c 15 usc 6801 they have reported the closing of all of my checking and savings accounts and now they are affecting me personal, financial and has cause me harm. These accounts have been open for roughly 1 year and who gave them permission to closed them? and also they where charging fees which are against the law, and they need to be held accoundable for all of the fraud and deceptive practices they are involved it. they have violated my rights, and my privacy without my written expressed consent."
9987893,Checking or savings account,Other banking product or service,Managing an account,Funds not handled or disbursed as instructed,"SOFI TECHNOLOGIES, INC.",WI,2024-09-02T02:46:14.000Z,Closed with explanation,Yes,"I have an investment account with Sofi. Due to my bank account being compromised, I went to sofi and update my new bank account. I even called sofi to delete my old account. After multiple attempts to transfer money into my account without success, I manually entered my routing and account number. I called sofi multiple time to resolve the transferring issue, but it still didn't work. Sofi started to sold some of my stock to cover the deficit. Then a few days later, sofi liquidated my whole account positions and restricted my account. Initially I didn't know why I can't move or use my fund in the account and after many calls and run around, I was told my account was restricted. Sofi started to liquidate my account on XX/XX/XXXX and put a restriction on my fund. I called multiple time and spoke to supervisors without resolve the restriction. If sofi closed my account, they should let me withdraw my fund by either send a check to my address on file or send it to my bank account on file. They did neither of these and just held on my fund. I file a complaint with consumer bureau protection and a person contacted me XXXX days later. We have a constructive conversation, which he told me that he would unrestricted the account on the spot. On the same day, XX/XX/year> I transferred some money from Sofi to my bank and account and again it was frozen in review status. Again I called sofi, after a long conversation, the agent was able to confirm my fund would be available in XXXX business days. XXXX business days later, I checked my sofi account and it still in review status. My fund has been held by sofi for over XXXX weeks, which has caused liquidation crisis for me. I'm behind of my credit card bills and have to pay interests on loan. XXXX has been lacked in communication. They liquidated my whole positions, put a restriction my account and held my fund without alerting me. Sofi has put multiple road blocks for me to withdraw my fund. There is an inconsistency with information given by customer agents and what really occur with my account."
9987870,Checking or savings account,Other banking product or service,Closing an account,Company closed your account,ROBINHOOD MARKETS INC.,CO,2024-08-31T19:14:50.000Z,Closed with explanation,Yes,i received an email from robinhood saying that all of my subscriptions had been canceled and my account had been closed and refused to provide further information. i was able to transfer my brokerage funds out of my robinhood account but not my IRA funds. now i am unable to sign into my account and transfer the rest of my money. when i try to login on either the app or website it says i am using an invalid account. robinhood support has not responded to my email. i received the original email notification about my account cancelation on XX/XX/XXXX and i am allowed 30 days to withdraw all funds from robinhood
9987840,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,WELLS FARGO & COMPANY,TX,2024-08-31T19:54:18.000Z,Closed with explanation,Yes,Wells Fargo charged me additional overdraft fees and enrolled me products and services without my knowledge and consent. XXXX XXXX
9987796,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,NAVY FEDERAL CREDIT UNION,OH,2024-08-31T19:42:01.000Z,Closed with explanation,Yes,On XX/XX/24 I contacted Navy federal about my card being lost. I explained to them I didnt know that that card was lost with my phone in my phone wallet case until I tried to pay a bill on XX/XX/24. The representative helped me start a dispute process for the unauthorized charges. Ok so a week went past and I called to check the status of the dispute. They told me that they denied my dispute that following next day after they put it in. So they never investigated the transactions they just denied my claim on XX/XX/24. I have been emotionally distressed from this Ive lost my car and phone was turned of due to their negligence of not investigating. If they dont reopen it and do a full investigation im going to have to take legal action.
9987394,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,JPMORGAN CHASE & CO.,CO,2024-09-01T18:50:24.000Z,Closed with explanation,Yes,"Hello, Background : I tried to withdrew EUR XXXX on XX/XX/year> in XXXX, XXXX, however when I found out XXXX XXXX rate was not as good, I cancelled transaction, the ATM machine was confirmed transaction was cancelled at that time. Since the transaction was cancelled, there was no receipt printed. It was surprisingly to learn that the Chase bank still withdrew the money from my bank account. Me, my husband and my friend were all there and confirm that I did not get any cash at that time. 

I have been working with Chase bank for a long time, however the issue has not been resolved. 

If you need any additional information, please let me know. 

Thank you"
9987331,Checking or savings account,Checking account,Closing an account,Company closed your account,"BANK OF AMERICA, NATIONAL ASSOCIATION",OH,2024-09-02T03:51:24.000Z,Closed with explanation,Yes,"Bank of America shutdown both my checking/saving accounts without my knowledge. On XX/XX/XXXX, I noticed that I couldnt access my online banking, or use the ATM, so I contacted BOA and the representative told me that my account was shutdown and they do not care about me. I asked about my money, the representative told me to shut my mouth and a check will be sent out to me whenever. As of XX/XX/XXXX, nobody contacted me and no resolution was provided."
9987146,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,CAPITAL ONE FINANCIAL CORPORATION,AZ,2024-09-02T02:46:17.000Z,Closed with non-monetary relief,Yes,"We have done business with Capital One for a long time and never had any problems .... until we did. My husband has been fighting with XXXX for his XXXX benefits following an accident that left him without the use of his arms. This process took 3 years. He was finally approved in XXXX, 2024. He was granted full favorable decision and back pay for the 3 years he couldn't work. Back pay was issued via check for {$49000.00} and we deposited it into our Capital One Checking account via ATM at the Capital One XXXX on XX/XX/XXXX. We knew that there would be a reasonable hold because of the amount. At most we expected 3 day. NOT 2 MONTHS! 
On XX/XX/XXXX we both received an email to call the bank, funds frozen until XX/XX/year> for suspected fraud. We finally were able to speak with a supervisor/investigator he said they couldn't verify the validity of the check. The {$49000.00} check from the XXXX Treasury. He said that he "" knows '' the check is fake and we are committing fraud and threatened legal actions ... jail. I find it hard to believe that they don't have any way to verify this check. I used the online verification system on XX/XX/XXXX and I called the Treasury myself and the agent verified that the check was paid/funded on XX/XX/XXXX. The check cleared and still Capital One would not release the funds. After much fighting and getting help from our Senator the funds were made available. Fast forward to XX/XX/XXXX and I had a declined charge. Back on the phone with Capital One because the account is frozen... again. More fighting and the next day they were available ( no explanation or apology ). Fast forward to XX/XX/XXXX and the account is frozen again. I got on the phone with Capital One again, they were all very rude, accusatory and once again told us we were trying to commit fraud and threatened legal actions. I spoke with many people and everyone has a different story. They told us that my husband has to prove that he is XXXX to Capital One. One said the IRS told them it was fraudulent. One said they still haven't verified the check. The one that was paid/cleared on XX/XX/XXXX. Multiple phone calls, crying, begging and we can't access our funds. I can't access the funds either because it's a joint account. All the bills we paid are electronic transactions. This means they are all going to be declined and then we have the fees. It's really stressful. 
My husband 's first monthly benefit was direct deposited into the frozen account. 
This never should have happened. The accusations, the lack of professionalism, terrible customer service, illegal holds of fund 's for absolutely nothing. Capital One release the funds."
9987134,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,U.S. BANCORP,CA,2024-09-02T03:02:01.000Z,Closed with explanation,Yes,"Had XXXX taken from me as a result of scam/fraud on the dates of XX/XX/XXXX and XXXX. On XX/XX/XXXX the US Bank security team contacted me and told me I was a potential victim of employment fraud. US Bank refused to start an investigation or even freeze my account until the transactions were posted. I had to wait XXXX days until finally the transactions were posted and they started the fraud investigation. In between those XXXX days I was yelled at and demeaned by US Bank fraud department and customer service. On XX/XX/XXXX I was threatened by the security department that US Bank would sever all ties with me as a result of this scam incident. I got no help or any guidance for days as I already saw the XXXX was gone from my account. I begged US Bank to put my debit card on hold on XX/XX/XXXX but they refused. As a result days later on XX/XX/XXXX I woke up to find that my checking account was XXXX in overdraft fees. I was told that I had until the end of the day to correct that balance. I ran into the bank and talked to a US banker named XXXX about the situation. He accused me of spending the XXXX dollars. This was all US Banks ' fault for not putting a hold on my account and losing track of my money. After talking to him more in depth he realized that I never spent the money but it was a system error that would take a few days to correct. The next day XX/XX/XXXX I saw XXXX in the account. All the while I am a XXXX XXXX and I needed to pay for my rent by XX/XX/XXXX. My grandfather gave me a check to pay my XXXX XXXX before the scam incident on XX/XX/XXXX. I deposited the check and paid XXXX XXXX US Bank placed a hold on my account without notifying me the week of XX/XX/XXXX. US Bank also pulled that check from my university, which caused serious problems on XX/XX/XXXX when the school said I owed them around XXXX dollars. To get back to the point US Bank said that my grandfather 's bank XXXX XXXX never had the funds to pay for the school check ( around XXXX dollars ). US Banker XXXX told us on XX/XX/XXXX that it was XXXX. Yet XXXX XXXX says that those funds left my grandfather 's account and they have the tracking numbers. To this day on XX/XX/XXXX my checking account is on hold and I can see that my grandfather 's check is held by US BANK in my checking account, the funds were never XXXX. US BANK fraudulently lied about the check being XXXX and put XXXX XXXX XXXX at risk. My grandfather 's bank XXXX XXXX has an active investigation against us bank for taking his money and jeopardizing XXXX XXXX On XX/XX/XXXX XXXX XXXX put a hold on my account and I had to spend XXXX hours talking with them and explaining US Banks ' actions. US BANK left me with no money to pay for anything. I have no money that's accessible. US Bank screamed at me and told me they couldn't handle the fact that I had bills to pay ( like my credit card ). They single-handedly put my credit score at risk and gave me no access to my funds for over XXXX weeks, still have no access today. Lastly, on XX/XX/XXXX I went to my local branch again because I woke up and didn't see my savings account active. I talked with a woman banker and she said that they closed my savings account. I was never once informed of this action and I am the sole holder of the savings account. She told me they would send the check in XXXX business days. I called the bank on XX/XX/XXXX to ask when I would see my savings check. The banker XXXX told me that It has not been sent yet and won't be sent for XXXX business days. I explained that my life savings is going to be in the mail without my permission. He said that its the security department 's call that it was too unsafe to give me the cashier 's check at my local branch. As I said I have only a credit card to pay for all of my needs. Not to mention the fact I had to struggle to find the available funds to pay off my late balance on my XXXX line of credit. I have roughly XXXX dollars being sent via check in the mail and they have left me defenseless. I am a XXXX XXXX XXXX  and none of these bank officials have helped me. I have been in an extreme amount of stress over the past XXXX weeks. XXXX the US bank official told me on XX/XX/XXXX that they would again most likely sever ties with me because of the fraud I was a victim too. US BANK is fraudulent they have taken my life savings from me and are holding it hostage. They have not refunded me the XXXX dollars lost due to the scam. And I have to somehow go to XXXX to pay for gas, groceries, car insurance, etc. I cant even pay for my car insurance right now I have no access to my checking or savings."
9986673,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,BMO BANK NATIONAL ASSOCIATION,IL,2024-08-29T14:45:41.000Z,Closed with explanation,Yes,"BMO Alto advertised their high yield savings account as having unlimited transfers and withdrawals. On the XXXX XXXX, XXXX, BMO Alto accepted my credit card payments from XXXXXXXX XXXX and XXXX XXXX XXXXXXXX to be processed using my BMO Alto savings account. On the XXXX XXXX, XXXX, BMO Alto declined and returned the above credit card payments that were previously processed successfully yet my BMO Alto savings account had enough funds to process the payments. The bank declined and returned the payments without first contacting me. 
BMO Alto flagged the payments as being high risk yet the same credit card payments were successfully processed using my BMO checking account. 
Also BMO Alto allowed me to open up a six-month certificate of deposit account ( CD ) on the XXXX XXXX, XXXX. After depositing {$24000.00} into the CD, a restriction was put on my BMO Alto savings account. This money came from a matured 9-month CD from XXXXXXXX XXXX which I open in XX/XX/XXXX after earning the advertised BMO money market checking promotion of depositing accumulative {$7500.00} of ACH payments within a month in XX/XX/XXXX. 
On the XXXX XXXX, XXXX BMO Alto requested proof of ownership of my XXXXXXXX XXXX  savings account that funded my BMO Atto savings account. I provided my drivers License and the page of the XX/XX/XXXXXXXX XXXX XXXX savings account statement showing my name, my address and my account number. Both documents were rejected and I was told that BMO Alto will close the my accounts on XXXX XXXX, XXXX and my funds would be deposited back to the accounts where the funds came from. 
I called several times to track the status of my funds but, BMO Alto not yet sent my funds the accounts. 
BMO Alto was very fast at accepting the funds, but very slow to return the funds."
9986643,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Chime Financial Inc,AR,2024-09-01T06:24:55.000Z,Closed with explanation,Yes,"My chime card was stolen, and funds were taken from my account. I immediately contacted Chime and filed a dispute on XX/XX/year>. On XX/XX/year> my dispute claim was denied. That is impossible for a due process investigation to be completed in 2 days, with no supporting documentation to back up the decision made."
9986449,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Chime Financial Inc,AR,2024-09-01T08:10:49.000Z,Closed with explanation,Yes,"My chime card was stolen, and charges were made fraudulently on my account. I filed a dispute with chime, but I still have not received my funds. I'm writing this complaint requesting that this claim be governed for constructive fraud with this company."
9986424,Checking or savings account,Checking account,Managing an account,Problem accessing account,"Paypal Holdings, Inc",VA,2024-09-01T08:40:32.000Z,Closed with explanation,Yes,"Dear Consumer Financial Protection Bureau, I am writing to formally lodge a complaint against Venmo regarding the deactivation of my account without valid justification. On XX/XX/year>, Venmo deactivated my account, citing a violation of their User Agreement. However, I can confidently state that I have not violated any terms of the agreement. Despite multiple attempts to resolve this matter with XXXX customer support, including escalation to an Account Specialist, I have not received any clear or detailed explanation as to what specific violation they allege I committed. 

Instead of providing transparency or engaging in a meaningful review of the situation, Venmo has proceeded to permanently deactivate my account. I have consistently complied with all of XXXX terms and conditions, and this abrupt action has caused significant inconvenience. 

I am seeking your assistance in having my Venmo account reinstated and to ensure that Venmo provides a clear and valid explanation for their actions. The lack of transparency and arbitrary nature of their decision is both frustrating and unfair. 

Thank you for your attention to this matter. 

Sincerely, XXXX"
9986344,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,FIFTH THIRD FINANCIAL CORPORATION,KY,2024-08-29T03:40:11.000Z,Closed with explanation,Yes,"On XX/XX/year>, an unauthorized interbank transfer was made from my XXXX XXXX XXXX  account to a company called "" XXXX XXXX '' located at XXXX XXXX XXXX, New York, NY. Additionally, I found that other insurance accounts were also compromised on the same date. It seems that the identity thief or hacker might be an internal customer of XXXX XXXX XXXX XXXX XXXX XXXX  I am requesting an immediate refund of the {$25.00} to my account and asking the bank 's IT department to implement additional security measures to prevent illegal internal bank hacking across customers ' accounts nationwide."
9986287,Checking or savings account,Checking account,Closing an account,Funds not received from closed account,WELLS FARGO & COMPANY,TX,2024-08-29T04:15:55.000Z,Closed with explanation,Yes,"I had a fraud case through XXXX XXXX and Wells Fargo and XXXX banking deposits I didnt make and I have to checks sent to me through Wells Fargo that I didnt make. And they had me take them to another bank to determine if they were fake which I already knew they were. I also have every bank statement and pictures. And they even stated over the phone the atm deposits were made in another state. I only had employment from XXXX  and XXXX XXXX and there was a charge for XX/XX/XXXX using tap pay in XXXX, GA XXXX using tap pay for {$260.00}. I tried to insert all the pictures and documents my savings has a negative balance as well. They tried to say I used the mobile banking but on the checks none of them have a signature"
